1561
12;2012;Agüimes;Hostelería;4;4;1;4;7;20;Las Palmas de Gran Canaria
13;2013;Cruce de la Sardina;Hostelería;3;2;1;4;4;14;Las Palmas de Gran Canaria
14;2014;Vecindario;Transportistas;4;4;1;7;6;22;Las Palmas de Gran Canaria
15;2015;Playa del Inglés;Hostelería;4;4;1;4;6;19;Las Palmas de Gran Canaria
16;2016;Tirajana;Energía;1;2;1;3;3;10;Las Palmas de Gran Canaria
17;2017;Mogán;Hortalizas;1;1;1;2;1;6;Las Palmas de Gran Canaria
18;2018;Puerto Rico;Hostelería;1;1;1;1;2;6;Las Palmas de Gran Canaria
19;2019;Aldea de San Nicolás;Hostelería;1;1;1;2;2;7;Las Palmas de Gran Canaria
20;2020;Tejeda;Lácteo;2;1;1;2;1;7;Las Palmas de Gran Canaria
21;2021;Valsequillo;Fruta;1;1;1;1;2;6;Las Palmas de Gran Canaria
22;2022;Gáldar;Leguminosa;3;2;1;2;3;11;Las Palmas de Gran Canaria
23;2023;Santa María de Guía;Fruta;2;3;1;2;5;13;Las Palmas de Gran Canaria
24;2024;Arucas;Licoreros;4;4;1;8;8;25;Las Palmas de Gran Canaria
25;2025;Teror;Agua;1;1;1;1;1;5;Las Palmas de Gran Canaria
26;2026;Santa Brígida;Universitarios;2;2;1;2;2;9;Las Palmas de Gran Canaria
27;2027;Betancuria;Hostelería;2;5;1;3;4;15;Las Palmas de Gran Canaria
28;2028;Tuineje-Antigua;Lácteo;2;4;1;4;4;15;Las Palmas de Gran Canaria
29;2029;Puerto del Rosario;Dependientes;7;8;1;7;9;32;Las Palmas de Gran Canaria
30;2030;La Oliva;Hostelería;3;3;1;3;4;14;Las Palmas de Gran Canaria
31;2031;Yaiza;Dependientes;1;2;1;1;3;8;Las Palmas de Gran Canaria
32;2032;Timanfaya;Hosteleria;2;3;1;3;5;14;Las Palmas de Gran Canaria
33;2033;San Bartolomé;Hostelería;1;2;1;2;3;9;Las Palmas de Gran Canaria
34;2034;Arrecife Oeste;Hostelería;5;5;1;5;6;22;Las Palmas de Gran Canaria
35;2035;Arrecife Este;Transportistas;5;4;;6;8;23;Las Palmas de Gran Canaria
36;2036;Teguise;Cereal;3;3;1;3;5;15;Las Palmas de Gran Canaria
37;2037;Haría;Hostelería;1;1;1;1;1;5;Las Palmas de Gran Canaria
1;3001;Ayamonte;Operarios;3;2;1;4;5;15;Huelva
2;3002;Isla Cristina;Pescado;3;3;1;6;4;17;Huelva
3;3003;Lepe;Fruta;4;4;1;5;8;22;Huelva
4;3004;Cartaya;Fruta;2;2;1;3;4;12;Huelva
5;3005;Punta Umbría;Hostelería;1;3;1;3;3;11;Huelva
6;3006;Gibraleón;Cereal;4;4;1;5;7;21;Huelva
7;3007;Huelva Sur;Dependientes;12;15;;12;13;52;Huelva
8;3008;Huelva Norte;Operarios;12;9;;14;12;47;Huelva
9;3009;Fosfoyesos;Técnicos;2;1;1;5;1;10;Huelva
10;3010;Palos de la Frontera;Estibadores;2;1;1;4;2;10;Huelva
11;3011;Moguer;Fruta;4;3;1;6;6;20;Huelva
12;3012;San Juan del Puerto;Operarios;3;2;1;4;6;16;Huelva
13;3013;Bonares;Operarios;3;3;1;5;5;17;Huelva
14;3014;La Palma del Condado;Fruta;4;4;1;6;8;23;Huelva
15;3015;Almonte;Fruta;4;6;1;6;7;24;Huelva
16;3016;Valverde del Camino;Operarios;1;2;1;2;3;9;Huelva
17;3017;Minas;Minería;2;1;1;3;3;10;Huelva
18;3018;Andévalo Sur;Madera;2;1;1;1;1;6;Huelva
19;3019;Puebla de Guzmán;Vacuno;2;1;1;2;3;9;Huelva
20;3020;Alonso;Porcino;1;2;1;4;3;11;Huelva
21;3021;Aroche;Porcino;1;1;1;1;1;5;Huelva
22;3022;Jabugo;Porcino;1;2;1;5;4;13;Huelva
23;3023;Almonáster la Real;Transportistas;2;1;1;3;2;9;Huelva
24;3024;Aracena;Porcino;1;2;1;4;3;11;Huelva
25;3025;Zufre;Madera;1;1;1;1;1;5;Huelva
26;3026;Santa Olalla;Porcino;1;1;1;1;1;5;Huelva
1;4001;Isla Mayor;Arroz;1;1;1;1;1;5;Sevilla
2;4002;Lebrija;Hortalizas;3;2;1;6;5;17;Sevilla
3;4003;Cabezas de San Juan;Dependientes;2;3;1;3;4;13;Sevilla
4;4004; Los Palacios y Villafranca;Leguminosa;5;3;1;7;9;25;Sevilla
5;4005;Utrera;Transportistas;8;5;1;9;12;35;Sevilla
6;4006;Arahal;Operarios;3;2;1;2;4;12;Sevilla
7;4007;Morón de la Frontera;Olivar;6;6;1;8;8;29;Sevilla
8;4008;Marchena;Aves de Corral;2;3;1;4;4;14;Sevilla
9;4009;Pruna;Olivar;1;1;1;1;1;5;Sevilla
10;4010;Los Corrales;Olivar;1;1;1;1;1;5;Sevilla
11;4011;Osuna;Olivar;2;2;1;5;5;15;Sevilla
12;4012;Estepa;Olivar;2;2;1;2;3;10;Sevilla
13;4013;Casariche;Olivar;1;1;1;1;2;6;Sevilla
14;4014;Cañada Rosal;Cereal;1;1;1;1;1;5;Sevilla
15;4015;Écija;Dependientes;5;9;1;6;11;32;Sevilla
16;4016;Carmona;Olivar;2;4;1;4;6;17;Sevilla
17;4017;Alcores;Operarios;5;6;1;7;6;25;Sevilla
18;4018;Alcalá de Guadaira;Operarios;9;9;1;18;16;53;Sevilla
19;4019;Dos Hermanas Este;Transportistas;10;10;1;11;15;47;Sevilla
20;4020;Dos Hermanas Oeste;Operarios;8;9;1;11;14;43;Sevilla
21;4021;Montequinto;Técnicos;2;5;1;3;3;14;Sevilla
22;4022;Bellavista;Oficinistas;3;3;1;4;4;15;Sevilla
23;4023;Puerto de Sevilla;Estibadores;1;2;1;2;1;7;Sevilla
24;4024;Los Remedios;Oficinistas;3;4;;3;7;17;Sevilla
25;4025;Heliópolis;Oficinistas;6;5;;7;7;25;Sevilla
26;4026;Sur;Empleados;4;5;;6;6;21;Sevilla
27;4027;Universidad de Sevilla;Universitarios;3;3;;3;3;12;Sevilla
28;4028;Arenal-Santa Cruz;Hosteleriía;2;1;;1;2;6;Sevilla
29;4029;Triana;Técnicos;7;7;1;7;8;30;Sevilla
30;4030;Casco Antigüo;Hostelería;7;12;;10;15;44;Sevilla
31;4031;Nervión;Finanzas;6;8;;7;11;32;Sevilla
32;4032;Cerro del Águila;Transportistas;8;7;1;12;14;42;Sevilla
33;4033;Amate;Operarios;8;5;1;12;17;43;Sevilla
34;4034;Torreblanca;Licoreros;3;4;;4;4;15;Sevilla
35;4035;Sevilla Este;Transportistas;4;5;;6;9;24;Sevilla
36;4036;Parque Alcosa;Taxistas;3;3;;5;5;16;Sevilla
37;4037;Santa Clara;Operarios;5;5;1;6;7;24;Sevilla
38;4038;Santa Justa;Discográfica;3;3;;3;4;13;Sevilla
39;4039;Macarena;Hostelería;9;11;;11;14;45;Sevilla
40;4040;Pino Montano;Operarios;7;7;1;9;12;36;Sevilla
41;4041;San Jerónimo;Empleados;3;3;;4;4;14;Sevilla
42;4042;La Rinconada;Dependientes;5;5;1;5;7;23;Sevilla
43;4043;La Puebla del Río;Arroz;1;1;1;1;1;5;Sevilla
44;4044;Coria del Río;Arroz;12;7;1;7;14;41;Sevilla
45;4045;Mairena del Aljarafe;Operarios;8;8;1;8;8;33;Sevilla
46;4046;Benacazón;Transportistas;3;3;1;4;6;17;Sevilla
47;4047;Pilas;Olivar;2;3;1;4;2;12;Sevilla
48;4048;Sanlúcar la Mayor;Energía;3;2;1;4;8;18;Sevilla
49;4049;Bormujos;Dependientes;3;3;1;3;5;15;Sevilla
50;4050;Tomares-Aznalfarache;Audiovisual;8;8;1;9;12;38;Sevilla
51;4051;Camas;Operarios;5;5;1;6;6;23;Sevilla
52;4052;Valencina de la Concepción;Operarios;2;2;1;2;1;8;Sevilla
53;4053;Santiponce;Técnicos;1;2;1;1;3;8;Sevilla
54;4054;Guillena;Cereal;1;1;1;3;4;10;Sevilla
55;4055;Brenes;Porcino;2;1;1;2;3;9;Sevilla
56;4056;Cantillana;Cítricos;2;3;1;5;6;17;Sevilla
57;4057;Castiblanco de los Arroyos;Vacuno;1;1;1;1;1;5;Sevilla
58;4058;Lora del Río;Cítricos;2;3;1;6;5;17;Sevilla
59;4059;Peñaflor-Infantes;Cítricos;1;1;1;1;1;5;Sevilla
60;4060;Constantina;Madera;1;1;1;1;1;5;Sevilla
61;4061;Cazalla de la Sierra;Licoreros;1;1;1;1;1;5;Sevilla
1;5001;Chipiona;Hostelería;2;3;1;3;5;14;Cádiz
2;5002;Sanlúcar de Barrameda;Dependientes;8;11;1;9;14;43;Cádiz
3;5003;Rota;Hostelería;3;4;1;4;5;17;Cádiz
4;5004;Trebujena;Viña;1;2;1;3;1;8;Cádiz
5;5005;Jerez Oeste;Dependientes;16;18;1;17;25;77;Cádiz
6;5006;Jerez Este;Transportistas;17;17;1;21;23;79;Cádiz
7;5007;Arcos de la Frontera ;Viña;5;6;1;8;10;30;Cádiz
8;5008;San José del Valle;Viña;1;1;1;4;2;9;Cádiz
9;5009;Ubrique;Vacuno;3;3;1;5;7;19;Cádiz
10;5010;Villamartín;Aves de Corral;2;1;1;3;2;9;Cádiz
11;5011;Algodonales;Olivar;1;1;1;1;1;5;Cádiz
12;5012;Olvera;Olivar;1;1;1;3;2;8;Cádiz
13;5013;Alcornocales;Algodón;3;3;1;3;3;13;Cádiz
14;5014;Medina-Sidonia;Dependientes;2;2;1;2;3;10;Cádiz
15;5015;Barbate;Hostelería;6;9;1;9;12;37;Cádiz
16;5016;Cádiz Viejo;Dependientes;7;8;;7;12;34;Cádiz
17;5017;Plaza España;Estibadores;3;4;;4;10;21;Cádiz
18;5018;Extramuros;Oficinistas;9;9;1;8;14;41;Cádiz
19;5019;San Fernando;Operarios;18;16;1;17;18;70;Cádiz
20;5020;Chiclana de la Frontera;Empleados;12;14;1;12;17;56;Cádiz
21;5021;Puerto Real;Pescado;4;5;1;4;8;22;Cádiz
22;5022;Río San Pedro;Técnicos;1;1;1;3;1;7;Cádiz
23;5023;El Puerto de Santa María;Dependientes;8;16;1;12;20;57;Cádiz
24;5024;Estrecho;Transportistas;16;14;1;19;22;72;Cádiz
25;5025;Puerto de Algeciras;Estibadores;1;2;;5;1;9;Cádiz
26;5026;Los Barrios;Energía;3;3;1;4;7;18;Cádiz
27;5027;San Roque;Energía;5;2;1;6;8;22;Cádiz
28;5028;Línea de la Concepción;Empleados;8;7;;10;15;40;Cádiz
29;5029;Gibraltar;Oficinistas;5;5;;5;8;23;Cádiz
1;6001;Benamejí;Olivar;1;1;1;1;1;5;Córdoba
2;6002;Lucena;Olivar;6;7;1;7;8;29;Córdoba
3;6003;Rute;Olivar;1;1;1;3;2;8;Córdoba
4;6004;Cabra;Olivar;2;1;1;5;5;14;Córdoba
5;6005;Priego de Córdoba;Olivar;3;3;1;7;8;22;Córdoba
6;6006;Doña Mencía;Olivar;1;2;1;2;1;7;Córdoba
7;6007;Castro del Río;Olivar;1;1;1;2;2;7;Córdoba
8;6008;Baena;Energía;2;2;1;4;5;14;Córdoba
9;6009;Puente Genil;Olivar;4;4;1;5;7;21;Córdoba
10;6010;Montilla;Empleados;3;5;1;4;6;19;Córdoba
11;6011;La Rambla;Cereal;2;1;1;2;2;8;Córdoba
12;6012;La Carlota;Cereal;1;1;1;2;3;8;Córdoba
13;6013;Fernán Núñez;Olivar;1;2;1;3;2;9;Córdoba
14;6014;Villafranca de Córdoba;Olivar;1;1;1;4;3;10;Córdoba
15;6015;Villa del Río;Olivar;1;1;1;3;2;8;Córdoba
16;6016;Hornachuelos;Dependientes;1;3;1;1;2;8;Córdoba
17;6017;Posadas;Olivar;2;2;1;3;3;11;Córdoba
18;6018;Villaviciosa de Córdoba;Operarios;1;1;1;1;1;5;Córdoba
19;6019;Palma del Río;Cítricos;1;2;1;5;3;12;Córdoba
20;6020;Villarubia del Carmen;Transportistas;3;4;1;6;3;17;Córdoba
21;6021;Verdad;Técnicos;3;4;1;5;5;18;Córdoba
22;6022;Córdoba Central;Empleados;30;30;;32;33;125;Córdoba
23;6023;Levante;Hostelería;20;18;;25;26;89;Córdoba
24;6024;Norte Sierra;Oficinistas;4;5;1;4;8;22;Córdoba
25;6025;Fuente Obejuna;Madera;1;1;1;1;1;5;Córdoba
26;6026;Belmez;Minería;1;1;1;4;2;9;Córdoba
27;6027;Hinojosa del Duque;Ovino;1;1;1;2;1;6;Córdoba
28;6028;Belacazár;Ovino;1;1;1;2;1;6;Córdoba
29;6029;Dos Torres;Empleados;1;1;1;1;1;5;Córdoba
30;6030;Pozoblanco;Cerdo;1;2;1;3;4;11;Córdoba
31;6031;Villanueva de Córdoba;Cerdo;2;1;1;3;2;9;Córdoba
32;6032;Montoro;Olivar;1;2;1;3;2;9;Córdoba
1;7001;Estepona;Hostelería;12;14;1;19;18;64;Málaga
2;7002;Cortes de la Frontera;Operarios;1;1;1;3;2;8;Málaga
3;7003;San Pedro Alcántara;Empleados;6;5;;9;10;30;Málaga
4;7004;Nueva Andalucía;Hostelería;1;3;;3;4;11;Málaga
5;7005;Marbella Norte;Hostelería;4;2;;4;6;16;Málaga
6;7006;Plaza de los Naranjos;Dependientes;7;12;;12;17;48;Málaga
7;7007;San Bernabé;Empleados;9;8;;11;14;42;Málaga
8;7008;Albarizas;Hostelería;3;2;;5;5;15;Málaga
9;7009;Las Chapas;Hostelería;2;3;;3;3;11;Málaga
10;7010;Piedemonte Marbellí;Empleados;2;1;1;2;2;8;Málaga
11;7011;Ronda;Cereal;5;5;1;7;7;25;Málaga
12;7012;Yunquera;Madera;1;1;1;2;2;7;Málaga
13;7013;Campillos;Cerdo;1;2;1;3;3;10;Málaga
14;7014;Ardales;Cerdo;1;2;1;3;3;10;Málaga
15;7015;Sierra de Yeguas;Cereal;1;1;1;1;1;5;Málaga
16;7016;Coín;Audiovisual;2;3;1;5;5;16;Málaga
17;7017;Cala de Mijas;Hostelería;1;2;1;1;2;7;Málaga
18;7018;Alhaurín;Operarios;11;9;1;14;14;49;Málaga
19;7019;Las Lagunas de Mijas;Hostelería;3;4;;4;4;15;Málaga
20;7020;Fuengirola Central;Dependientes;8;11;;10;15;44;Málaga
21;7021;Los Boliches;Hostelería;2;3;;2;2;9;Málaga
22;7022;Benalmádena;Hostelería;9;13;;9;12;43;Málaga
23;7023;Torremolinos Sur;Hostelería;5;5;;5;7;22;Málaga
24;7024;Torremolinos Norte;Empleados;4;5;;5;6;20;Málaga
25;7025;Alameda;Olivar;2;1;1;3;4;11;Málaga
26;7026;Antequera;Hortalizas;9;9;1;13;14;46;Málaga
27;7027;Archidona;Energía;2;2;1;2;2;9;Málaga
28;7028;Cártama;Operarios;4;3;1;7;5;20;Málaga
29;7029;Casabermeja;Vacuno;2;2;1;4;4;13;Málaga
30;7030;Colmenar;Viña;1;1;1;2;2;7;Málaga
31;7031;Churriana;Mecánicos;4;3;1;4;3;15;Málaga
32;7032;Campanillas;Técnicos;3;2;1;4;3;13;Málaga
33;7033;Carreter de Cádiz;Empleados;17;16;;21;26;80;Málaga
34;7034;Cruz de Humilladero;Operarios;13;12;1;20;22;68;Málaga
35;7035;Teatinos-Universidad;Universitarios;5;5;;6;9;25;Málaga
36;7036;Puerto de la Torre;Taxistas;6;7;;6;6;25;Málaga
37;7037;Palma-Palmilla;Riders;4;5;;7;5;21;Málaga
38;7038;Bailén-Miraflores;Transportistas;9;9;;11;14;43;Málaga
39;7039;Centro;Oficinistas;9;9;;11;16;45;Málaga
40;7040;Ciudad Jardín;Empleados;5;5;;6;7;23;Málaga
41;7041;Este;Oficinistas;10;11;;9;14;44;Málaga
42;7042;Rincón de la Victoria;Dependientes;8;12;;8;11;39;Málaga
43;7043;Montes de Málaga;Vacuno;1;1;1;2;2;7;Málaga
44;7044;Periana;Fruta;1;2;1;3;2;9;Málaga
45;7045;Vélez-Málaga;Turismo;10;17;1;17;18;63;Málaga
46;7046;Torrox;Fruta;5;5;1;5;5;21;Málaga
47;7047;Nerja;Turismo;2;5;;4;4;15;Málaga
1;8001;La Carolina;Madera;2;1;1;3;2;9;Jaén
2;8002;El Condado;Olivar;2;1;1;2;2;8;Jaén
3;8003;Linares;Olivar;5;10;;18;17;50;Jaén
4;8004;Bailén;Olivar;3;2;1;4;5;15;Jaén
5;8005;Porcuna;Olivar;1;1;1;1;1;5;Jaén
6;8006;Marmolejo-Lopera;Olivar;1;1;1;1;1;5;Jaén
7;8007;Arjona;Olivar;1;2;1;3;3;10;Jaén
8;8008;Lahiguera;Olivar;1;1;1;3;2;8;Jaén
9;8009;Andújar;Dependientes;6;7;1;8;8;30;Jaén
10;8010;Alcaudete;Olivar;2;2;1;2;2;9;Jaén
11;8011;Alcalá la Real;Olivar;3;4;1;5;5;18;Jaén
12;8012;Los Villares;Olivar;1;1;1;1;1;5;Jaén
13;8013;Martos;Técnicos;4;4;1;4;5;18;Jaén
14;8014;Torredonjimeno;Olivar;3;3;1;6;4;17;Jaén
15;8015;Mengibar;Olivar;1;2;1;3;3;10;Jaén
16;8016;Jaén;Empleados;20;22;;21;30;93;Jaén
17;8017;La Guardia de Jaén;Olivar;1;1;1;1;1;5;Jaén
18;8018;Campillo de Arenas;Olivar;1;1;1;1;1;5;Jaén
19;8019;Mancha Real;Mecanicos;2;2;1;3;3;11;Jaén
20;8020;Sierra Magina;Hostelería;1;1;1;1;1;5;Jaén
21;8021;Huelma;Cerdo;1;1;1;3;2;8;Jaén
22;8022;Jódar;Olivar;2;1;1;3;4;11;Jaén
23;8023;Baeza;Olivar;4;3;1;4;6;18;Jaén
24;8024;Úbeda;Olivar;6;6;1;10;10;33;Jaén
25;8025;Quesada;Olivar;2;2;1;3;3;11;Jaén
26;8026;Cuatro Villas;Olivar;2;4;1;3;4;14;Jaén
27;8027;Cazorla;Hostelería;1;1;1;2;4;9;Jaén
28;8028;Sierra de Segura;Agua;1;1;1;2;2;7;Jaén
29;8029;Puente de Génave;Olivar;1;1;1;1;3;7;Jaén
1;9001;Almuñecar;Hostelería;3;7;1;4;5;20;Granada
2;9002;Salobreña;Fruta;2;2;1;3;3;11;Granada
3;9003;Guajares-Benaudalla;Hortalizas;1;1;1;1;1;5;Granada
4;9004;Motril;Operarios;7;7;1;12;11;38;Granada
5;9005;Gualchos;Hortalizas;1;1;1;1;1;5;Granada
6;9006;Albuñol;Hortalizas;2;1;1;2;1;7;Granada
7;9007;Loja;Olivar;4;5;1;9;6;25;Granada
8;9008;Alhama de Granada;Leguminosa;2;1;1;3;3;10;Granada
9;9009;Jayena;Olivar;1;1;1;1;1;5;Granada
10;9010;La Vega;Transportistas;3;2;1;3;3;12;Granada
11;9011;Padul;Olivar;2;1;1;3;3;10;Granada
12;9012;Lanjarón;Agua;2;2;1;4;2;11;Granada
13;9013;Orgiva;Cerdo;1;2;1;2;2;8;Granada
14;9014;Cadiar;Vacuno;1;1;1;1;1;5;Granada
15;9015;Ugíjar;Vacuno;1;1;1;1;1;5;Granada
16;9016;Alpujarra;Dependientes;;1;;1;;2;Granada
17;9017;Trévelez;Cerdo;1;1;;1;1;4;Granada
18;9018;Güejar Sierra;Hostelería;1;1;;1;1;4;Granada
19;9019;La Zubia;Operarios;4;4;1;7;10;26;Granada
20;9020;Cenes de la Vega;Empleados;2;2;1;2;3;10;Granada
21;9021;Alfanevada;Cerdo;1;1;1;1;1;5;Granada
22;9022;Beiro-Norte;Empleados;13;12;1;15;19;60;Granada
23;9023;Camino de Ronda;Hosteleria;10;11;;12;16;49;Granada
24;9024;Albaicín;Estudiantes;4;3;;4;4;15;Granada
25;9025;Genil;Transportistas;6;7;;7;7;27;Granada
26;9026;Zaidín;Empleados;9;9;;11;12;41;Granada
27;9027;Vegas del Genil;Oficinistas;2;2;1;3;4;12;Granada
28;9028;Las Gabias;Empleados;3;3;1;4;6;17;Granada
29;9029;Santa Fe ;Transportistas;2;1;1;4;3;11;Granada
30;9030;Íllora;Olivar;3;3;1;5;6;18;Granada
31;9031;Albolote;Empleados;5;6;1;6;6;24;Granada
32;9032;Colomera;Olivar;1;1;1;1;1;5;Granada
33;9033;Maracena;Operarios;7;8;1;8;10;34;Granada
34;9034;Cogollos Vega;Olivar;1;1;1;1;1;5;Granada
35;9035;Alfacar;Dependientes;1;2;1;1;2;7;Granada
36;9036;Iznalloz;Olivar;2;1;1;2;2;8;Granada
37;9037;Guadahortuna;Cereal;1;1;1;1;1;5;Granada
38;9038;Cortes y Graena;Olivar;1;1;1;1;1;5;Granada
39;9039;Pedro Martínez;Cereal;1;1;1;1;1;5;Granada
40;9040;Guadix;Mecanicos;4;3;1;5;5;18;Granada
41;9041;El Marquesado;Cereal;1;1;1;2;2;7;Granada
42;9042;Cuevas del Campo;Cereal;1;1;1;2;1;6;Granada
43;9043;Baza;Cerdo;3;6;1;4;6;20;Granada
44;9044;Huéscar;Dependientes;2;3;1;2;3;11;Granada
1;10001;Berja;Hortalizas;7;5;1;10;12;35;Almería
2;10002;El Ejido;Hortalizas;16;12;1;22;21;72;Almería
3;10003;Roquetas de Mar;Hostelería;15;23;1;22;21;82;Almería
4;10004;Andarax;Cítricos;2;1;1;3;2;9;Almería
5;10005;Fiñana;Olivar;1;1;1;1;1;5;Almería
6;10006;Tabernas;Cerdo;1;1;1;1;2;6;Almería
7;10007;Alto Almanzora;Mecaánicos;1;1;1;2;1;6;Almería
8;10008;Macael;Minería;1;1;1;3;2;8;Almería
9;10009;Cantoria;Cítricos;1;2;1;3;2;9;Almería
10;10010;Olula del Río;Operarios;2;1;1;2;2;8;Almería
11;10011;Albox;Empleados;2;1;1;2;2;8;Almería
12;10012;Los Vélez;Cereal;2;1;1;3;3;10;Almería
13;10013;Huércal;Hortalizas;2;2;1;5;7;17;Almería
14;10014;Almería Norte;Empleados;14;10;;17;19;60;Almería
15;10015;Oliveros;Oficinistas;15;24;;17;23;79;Almería
16;10016;El Zapillo;Transportistas;5;4;;7;9;25;Almería
17;10017;Viator;Hortalizas;4;3;1;4;5;17;Almería
18;10018;Níjar;Hortalizas;2;2;1;12;8;25;Almería
19;10019;Sorbas;Minería;1;1;1;1;1;5;Almería
20;10020;Carboneras;Energía;2;2;1;2;2;9;Almería
21;10021;Vera;Hostería;3;4;1;5;5;18;Almería
22;10022;Huercál-Olvera;Dependientes;3;5;1;3;5;17;Almería
23;10023;Cuevas del Almanzora;Cerdo;3;3;1;6;5;18;Almería
1;11001;La Libertad;Pescado;4;3;;6;5;18;Ceuta y Melilla
2;11002;O'Donell-Príncipe;Dependientes;6;5;;8;9;28;Ceuta y Melilla
3;11003;San Amaro;Oficinistas;4;5;;6;9;24;Ceuta y Melilla
4;11004;Los Pinares;Empleados;5;6;;6;6;23;Ceuta y Melilla
5;11005;Vírgen de la Victoria;Dependientes;4;6;;5;7;22;Ceuta y Melilla
6;11006;Melilla Vieja;Oficinistas;5;7;;5;8;25;Ceuta y Melilla
1;12001;Alburquerque;Cerdo;1;1;1;3;2;8;Badajoz
2;12002;Villar del Rey;Cerdo;1;1;1;1;1;5;Badajoz
3;12003;Las Moreras;Universitarios;5;4;1;6;7;23;Badajoz
4;12004;Plaza Alta;Oficinistas;12;12;;16;21;61;Badajoz
